grammatical,ungrammatical
Tar man däremot ut jämförbara grupper av svenska och tyska elever så är svenskarna snarare bättre.,Tar man däremot ut jämförbar grupper av svenska och tyska elever så är svenskarna snarare bättre.
"Bästa sättet att förebygga matematiksvårigheter är att låta barnen arbeta konkret med laborativt material, låta dem genom egen verksamhet upptäcka och komma underfund med begrepp och principer.","Bästa sättet att förebygga matematiksvårigheter är att låta barnen arbeta konkret med laborativ material, låta dem genom egen verksamhet upptäcka och komma underfund med begrepp och principer."
Genom en intensiv tillämpning av de laborativa metoderna har man i experimentskolor på olika håll i världen kunnat lära helt vanliga ungar att lösa matteproblem av en svårighetsgrad som annars hör hemma på avancerad akademisk nivå.,Genom en intensiv tillämpning av de laborativa metoderna har man i experimentskolor på olika håll i världen kunnat lära helt vanlig ungar att lösa matteproblem av en svårighetsgrad som annars hör hemma på avancerad akademisk nivå.
Hos oss används de laborativa materialen ännu så länge bara i begränsad omfattning i vanliga klassrum.,Hos oss används de laborativa materialen ännu så länge bara i begränsad omfattning i vanlig klassrum.
"Bland de fundamentala ting som barn behöver för att utvecklas till harmoniska, självständiga människor spelar leken en stor roll.","Bland de fundamentala ting som barn behöver för att utvecklas till harmonisk, självständiga människor spelar leken en stor roll."
"Lekcirkeln är uppdelad i färgglada bitar, som var och en omfattar olika typer av lek: skapande lek, låtsaslek etc.","Lekcirkeln är uppdelad i färgglad bitar, som var och en omfattar olika typer av lek: skapande lek, låtsaslek etc."
"VDN-fakta finns på tre typer av leksaker: mjuka djur, dockor och - i någon mån - på uppblåsbara leksaker.","VDN-fakta finns på tre typer av leksaker: mjuk djur, dockor och - i någon mån - på uppblåsbara leksaker."
"Men den fyller också en annan funktion, den ger värdefulla upplysningar till inköparna av leksaker, vilka har en mycket viktig uppgift.","Men den fyller också en annan funktion, den ger värdefull upplysningar till inköparna av leksaker, vilka har en mycket viktig uppgift."
I broschyren uppmanas läsaren att tänka på några viktiga punkter före inköpet av leksaken:,I broschyren uppmanas läsaren att tänka på några viktig punkter före inköpet av leksaken:
"Broschyren är försedd med ett instruktivt bildmaterial, som visar leksaker för olika åldersgrupper.","Broschyren är försedd med ett instruktiv bildmaterial, som visar leksaker för olika åldersgrupper."
Man får också veta ungefärliga priser.,Man får också veta ungefärlig priser.
"Det finns mycket material i hemmen, som vi vuxna tycker är bara skräp men som för barnen är fantasieggande lekmaterial: äggkartonger, vackra omslagspapper, askar, gamla kläder.","Det finns mycket material i hemmen, som vi vuxna tycker är bara skräp men som för barnen är fantasieggande lekmaterial: äggkartonger, vacker omslagspapper, askar, gamla kläder."
"Men också riktiga redskap som hammare och hovtång, kastruller, vispar och andra husgeråd för att ta några exempel.","Men också riktig redskap som hammare och hovtång, kastruller, vispar och andra husgeråd för att ta några exempel."
Bakom lekcirkeln ligger ett långvarigt arbete.,Bakom lekcirkeln ligger ett långvarig arbete.
"Utredningen, som motses med stort intresse, kommer att publiceras senare i höst.","Utredningen, som motses med stor intresse, kommer att publiceras senare i höst."
Ett statligt lekråd kommer att inrättas under 1971.,Ett statlig lekråd kommer att inrättas under 1971.
Man får hoppas att det statliga lekrådet skall få tillräckliga resurser för forskning.,Man får hoppas att det statliga lekrådet skall få tillräcklig resurser för forskning.
"Av de senaste årens debatt framgår tydligt att miljöns utformning och tillgången på lämpligt lekmaterial för alla barn, såväl hemma som i daghem och andra institutioner - har stor betydelse.","Av de senaste årens debatt framgår tydligt att miljöns utformning och tillgången på lämplig lekmaterial för alla barn, såväl hemma som i daghem och andra institutioner - har stor betydelse."
Därför är det roligt att konstatera att det nu börjar hända en del positiva saker inom det här viktiga området.,Därför är det roligt att konstatera att det nu börjar hända en del positiv saker inom det här viktiga området.
"Hunden kan finna ett visst nöje i att titta på TV, speciellt när det sänds djurprogram.","Hunden kan finna ett viss nöje i att titta på TV, speciellt när det sänds djurprogram."
Då går den ofta bakom apparaten och kikar efter vad det kan vara för fyrbenta varelser som finns där.,Då går den ofta bakom apparaten och kikar efter vad det kan vara för fyrbent varelser som finns där.
"Doc. Göran Bergman, själv taxägare, lade fram många intressanta resultat från sitt arbete.","Doc. Göran Bergman, själv taxägare, lade fram många intressant resultat från sitt arbete."
"Men tyvärr, för oss hängivna hundägare, är hundforskarna betydligt mer kallsinniga på den punkten.","Men tyvärr, för oss hängiven hundägare, är hundforskarna betydligt mer kallsinniga på den punkten."
Synförmågan är dock inte särskilt god i svagt ljus.,Synförmågan är dock inte särskilt god i svag ljus.
Hunden har sin största hjälp i ett fantastiskt luktsinne.,Hunden har sin största hjälp i ett fantastisk luktsinne.
Den drömmer ju bl.a. men ofta efter stora aktiviteter.,Den drömmer ju bl.a. men ofta efter stor aktiviteter.
Vid symposiet lades fram många intressanta synpunkter.,Vid symposiet lades fram många intressant synpunkter.
Den finns i alla kända kulturformer.,Den finns i alla känd kulturformer.
"Det förefaller sannolikt att i tidiga, mycket enkla familjer de ekonomiska faktorerna spelade en större roll än sexualiteten för att hålla samman människorna i en familj.","Det förefaller sannolikt att i tidig, mycket enkla familjer de ekonomiska faktorerna spelade en större roll än sexualiteten för att hålla samman människorna i en familj."
"Det skedde en arbetsfördelning, där kvinnans graviditet och vård om barnen tvingade fram ett bestämt mönster.","Det skedde en arbetsfördelning, där kvinnans graviditet och vård om barnen tvingade fram ett bestämd mönster."
Det var vanligt att mannen jagade och fiskade och att han tog kontakt med andra människor för att byta varor och så vidare.,Det var vanligt att mannen jagade och fiskade och att han tog kontakt med annan människor för att byta varor och så vidare.
Det fanns därför ett starkt motiv hos föräldrarna att ta hand om barnen.,Det fanns därför ett stark motiv hos föräldrarna att ta hand om barnen.
Kärnfamiljen kan tydligen fylla en rad starka behov hos medlemmarna och samhället.,Kärnfamiljen kan tydligen fylla en rad stark behov hos medlemmarna och samhället.
Polygyni och polyandri kallas med ett gemensamt namn för polygami.,Polygyni och polyandri kallas med ett gemensam namn för polygami.
Polyandri - som finns bara i undantagsfall - har troligen att göra med svåra försörjningsvillkor - de nyfödda flickebarnen sätts i stor utsträckning ut i vildmarken och det uppstår därför kvinnobrist.,Polyandri - som finns bara i undantagsfall - har troligen att göra med svår försörjningsvillkor - de nyfödda flickebarnen sätts i stor utsträckning ut i vildmarken och det uppstår därför kvinnobrist.
Säkra uppgifter saknas... 12,Säker uppgifter saknas... 12
I vårt samhälle finns det ganska många ogifta mammor och det finns pappor eller mammor som efter skilsmässa eller efter den andra partens död är ensamma med barnen.,I vårt samhälle finns det ganska många ogift mammor och det finns pappor eller mammor som efter skilsmässa eller efter den andra partens död är ensamma med barnen.
Det är inte bara i skämtsamma sammanhang som man diskuterar vem som har makten i familjen.,Det är inte bara i skämtsam sammanhang som man diskuterar vem som har makten i familjen.
Maskulina privilegier med avseende på skilsmässa är karaktäristiska för det patriarkaliska systemet.,Maskulin privilegier med avseende på skilsmässa är karaktäristiska för det patriarkaliska systemet.
Om vi helt kastar om rollerna får vi i stället ett renodlat matriarkat - något sådant har sannolikt aldrig förekommit i verkligheten.,Om vi helt kastar om rollerna får vi i stället ett renodlad matriarkat - något sådant har sannolikt aldrig förekommit i verkligheten.
Det finns vissa undersökningar som tyder på att en dominerande person (man eller kvinna) gärna söker en äktenskapspartner som inte är dominerande och det omvända gäller också.,Det finns viss undersökningar som tyder på att en dominerande person (man eller kvinna) gärna söker en äktenskapspartner som inte är dominerande och det omvända gäller också.
I sådana äktenskap är det alltså makarnas personlighetsdrag som har en avgörande betydelse för hur maktfördelningen mellan makarna blir.,I sådan äktenskap är det alltså makarnas personlighetsdrag som har en avgörande betydelse för hur maktfördelningen mellan makarna blir.
"Om vi behöver kvalificerad sjukvård, söker vi oss till ett lasarett, och om vi behöver hjälp i religiösa frågor går vi till en kyrka eller en annan religiös organisation.","Om vi behöver kvalificerad sjukvård, söker vi oss till ett lasarett, och om vi behöver hjälp i religiös frågor går vi till en kyrka eller en annan religiös organisation."
Ett stort antal av våra fritidssysselsättningar sker utanför familjen och med ett tydligt mönster som skiljer föräldrar och barn över en viss ålder från varandra.,Ett stor antal av våra fritidssysselsättningar sker utanför familjen och med ett tydligt mönster som skiljer föräldrar och barn över en viss ålder från varandra.
Det finns en lång tradition i vårt land att acceptera föräktenskapliga förbindelser (i vissa former) men det förefaller vara sannolikt att de föräktenskapliga och utomäktenskapliga förbindelserna har ökat.,Det finns en lång tradition i vårt land att acceptera föräktenskaplig förbindelser (i vissa former) men det förefaller vara sannolikt att de föräktenskapliga och utomäktenskapliga förbindelserna har ökat.
"De skäl som talar för detta är dels den mindre starka sociala kontrollen (jfr s. 102) i de typiska tätortssamhällena, dels ändrade attityder till sexuella förbindelser utom äktenskapet och dels bättre metoder för födelsekontroll.","De skäl som talar för detta är dels den mindre starka sociala kontrollen (jfr s. 102) i de typiska tätortssamhällena, dels ändrad attityder till sexuella förbindelser utom äktenskapet och dels bättre metoder för födelsekontroll."
"Det industriella genombrottet gav tillsammans med vetenskapliga och tekniska framsteg förutsättningar för en ökad befolkningstäthet, främst i den västliga världen.","Det industriella genombrottet gav tillsammans med vetenskaplig och tekniska framsteg förutsättningar för en ökad befolkningstäthet, främst i den västliga världen."
Efter år 1800 har även hygieniska förbättringar och medicinens snabba utveckling lett till en stark nedgång i dödligheten.,Efter år 1800 har även hygienisk förbättringar och medicinens snabba utveckling lett till en stark nedgång i dödligheten.
"I Europa, Nordamerika och andra områden med västerländsk civilisation har dock en alltför våldsam befolkningsökning kunnat dämpas genom födelsekontroll.","I Europa, Nordamerika och annan områden med västerländsk civilisation har dock en alltför våldsam befolkningsökning kunnat dämpas genom födelsekontroll."
"I viss utsträckning har även de blivit delaktiga av de medicinska framstegen, men produktionsökningen har där inte på något sätt hållit jämna steg med folkökningen, som fortsätter ohämmat utan egentlig födelsekontroll.","I viss utsträckning har även de blivit delaktiga av de medicinska framstegen, men produktionsökningen har där inte på något sätt hållit jämn steg med folkökningen, som fortsätter ohämmat utan egentlig födelsekontroll."
Särskilt är bristen på högvärdigt protein stor i u-länderna.,Särskilt är bristen på högvärdig protein stor i u-länderna.
"Somliga experter är djupt pessimistiska, andra mer optimistiska.","Somlig experter är djupt pessimistiska, andra mer optimistiska."
På en punkt är alla eniga: naturresurserna måste utnyttjas på ett förnuftigt sätt.,På en punkt är alla eniga: naturresurserna måste utnyttjas på ett förnuftig sätt.
"De får inte skövlas utan måste användas på ett sådant sätt, att de kontinuerligt förnyas.","De får inte skövlas utan måste användas på ett sådan sätt, att de kontinuerligt förnyas."
"Men den odlade arealen måste också ökas och rationella brukningsmetoder tillämpas inom områden, som nu ger alldeles för låg avkastning.","Men den odlade arealen måste också ökas och rationell brukningsmetoder tillämpas inom områden, som nu ger alldeles för låg avkastning."
Som redan nämnts är bristen på vatten en begränsande faktor för växtodling inom stora delar av världen.,Som redan nämnts är bristen på vatten en begränsande faktor för växtodling inom stor delar av världen.
"Konstbevattning kommer till användning inom vissa områden, men möjligheterna till sådan begränsas av den tillgängliga vattenmängden och av den starka avdunstningen.","Konstbevattning kommer till användning inom viss områden, men möjligheterna till sådan begränsas av den tillgängliga vattenmängden och av den starka avdunstningen."
"Avsaltat havsvatten ställer sig ännu för dyrt för att användas inom jordbruket, men projekt har framlagts att använda atomenergi för detta ändamål.","Avsaltad havsvatten ställer sig ännu för dyrt för att användas inom jordbruket, men projekt har framlagts att använda atomenergi för detta ändamål."
"Vissa växter kan fördra en viss salthalt, och försök i Israel har visat, att man kan odla sådana på grus- och sandjord, som bevattnas med en blandning av salt och sött vatten.","Viss växter kan fördra en viss salthalt, och försök i Israel har visat, att man kan odla sådana på grus- och sandjord, som bevattnas med en blandning av salt och sött vatten."
"Ett annat lovande försök, också från Israel, går ut på att minska avdunstningen från markytan.","Ett annan lovande försök, också från Israel, går ut på att minska avdunstningen från markytan."
"Medan man i Väst-Europa och USA använder stora mängder handelsgödsel inom jordbruket, är sådan gödsling mycket obetydlig i u-länderna eller förekommer inte alls där.","Medan man i Väst-Europa och USA använder stor mängder handelsgödsel inom jordbruket, är sådan gödsling mycket obetydlig i u-länderna eller förekommer inte alls där."
På detta område har forskningen nått goda resultat.,På detta område har forskningen nått god resultat.
"Vissa nyodlade jordar gav mycket dålig avkastning, trots att de brukades och gödslades enligt gängse metoder.","Viss nyodlade jordar gav mycket dålig avkastning, trots att de brukades och gödslades enligt gängse metoder."
"Stora förhoppningar knyts till växtförädlingen, när det gäller att öka livsmedelsproduktionen i u-länderna.","Stor förhoppningar knyts till växtförädlingen, när det gäller att öka livsmedelsproduktionen i u-länderna."
I södra Asien har nya högavkastande sorter av ris och vete börjat odlas på allt större arealer.,I södra Asien har ny högavkastande sorter av ris och vete börjat odlas på allt större arealer.
Den nya vetesorten är kortstråig och tål stora givor av handelsgödsel utan att bilda liggsäd.,Den nya vetesorten är kortstråig och tål stor givor av handelsgödsel utan att bilda liggsäd.
Den ökade avkastningen stimulerar odlarna till att vidta även andra förbättringar inom jordbruket.,Den ökade avkastningen stimulerar odlarna till att vidta även annan förbättringar inom jordbruket.
I vissa tropiska länder uppskattas lagringsförlusterna till 50 % av den bärgade grödan.,I viss tropiska länder uppskattas lagringsförlusterna till 50 % av den bärgade grödan.
Lämpliga metoder för bekämpning av alla slag av skadegörare på den växande grödan måste också utarbetas.,Lämplig metoder för bekämpning av alla slag av skadegörare på den växande grödan måste också utarbetas.
Härvid bör man om möjligt ge företräde åt biologiska bekämpningsmetoder (s. 69).,Härvid bör man om möjligt ge företräde åt biologisk bekämpningsmetoder (s. 69).
Resistensförädling mot bl.a. svampsjukdomar hos kulturväxterna har redan givit goda resultat och torde kunna få ännu större betydelse.,Resistensförädling mot bl.a. svampsjukdomar hos kulturväxterna har redan givit god resultat och torde kunna få ännu större betydelse.
Från energisynpunkt är det fördelaktigt med korta näringskedjor (s. 48).,Från energisynpunkt är det fördelaktigt med kort näringskedjor (s. 48).
Trots detta överförs en stor del av jordens gröda genom husdjur till animaliska födoämnen.,Trots detta överförs en stor del av jordens gröda genom husdjur till animalisk födoämnen.
"I alla u-länder krävs därför en målmedveten husdjursavel med sikte på förädling av djuren till hög produktivitet, och vidare forskning för att få fram lämpliga foderväxter.","I alla u-länder krävs därför en målmedveten husdjursavel med sikte på förädling av djuren till hög produktivitet, och vidare forskning för att få fram lämplig foderväxter."
"Proteinrika växter, främst baljväxter som ärter och bönor, inte minst den värdefulla sojabönan, bör få större odlingsarealer i tropikerna.","Proteinrik växter, främst baljväxter som ärter och bönor, inte minst den värdefulla sojabönan, bör få större odlingsarealer i tropikerna."
"Fiskodling i dammar och grunda lagunområden ökar tillgången på proteinrik föda i de tätast befolkade områdena av världen, t.ex. Kina och Indonesien, men även i tropiska Afrika.","Fiskodling i dammar och grund lagunområden ökar tillgången på proteinrik föda i de tätast befolkade områdena av världen, t.ex. Kina och Indonesien, men även i tropiska Afrika."
I diskussionen om världens proteinförsörjning har man ofta ställt överdrivna förväntningar på havsfisket.,I diskussionen om världens proteinförsörjning har man ofta ställt överdriven förväntningar på havsfisket.
Stora högmekaniserade fiskeflottor med utrustning för konservering av fångsterna ombord eller vid baser i andra länder bedriver nu ett intensivt fiske inte bara på de gamla rika fångstplatserna i Nordatlanten och norra delen av Stilla oceanen utan också i övriga delar av dessa hav och i Indiska oceanen.,Stor högmekaniserade fiskeflottor med utrustning för konservering av fångsterna ombord eller vid baser i andra länder bedriver nu ett intensivt fiske inte bara på de gamla rika fångstplatserna i Nordatlanten och norra delen av Stilla oceanen utan också i övriga delar av dessa hav och i Indiska oceanen.
"I viss utsträckning har de dock kommit andra behövande folk till godo, liksom tekniskt bistånd kunnat lämnas för utveckling av fisket i en del u-länder.","I viss utsträckning har de dock kommit annan behövande folk till godo, liksom tekniskt bistånd kunnat lämnas för utveckling av fisket i en del u-länder."
"I Peru och Chile har på senare år utvecklats ett fiske, som till kvantitet överträffar varje annat lands.","I Peru och Chile har på senare år utvecklats ett fiske, som till kvantitet överträffar varje annan lands."
Detta exporteras till USA och Europa och används där som fodermedel för fjäderfä och andra husdjur - en med tanke på proteinbristen i u-länderna föga rationell användning av det värdefulla fiskproteinet.,Detta exporteras till USA och Europa och används där som fodermedel för fjäderfä och annan husdjur - en med tanke på proteinbristen i u-länderna föga rationell användning av det värdefulla fiskproteinet.
"På flera håll i världen har man på senare tid kunnat konstatera ett tydligt överfiske av olika fiskslag, och FAO (Food and Agriculture Organization of the United Nations) räknar med att man på sin höjd skulle kunna fördubbla världens fiskfångst.","På flera håll i världen har man på senare tid kunnat konstatera ett tydlig överfiske av olika fiskslag, och FAO (Food and Agriculture Organization of the United Nations) räknar med att man på sin höjd skulle kunna fördubbla världens fiskfångst."
"Särskilt i Japan ingår alger i den dagliga kosten, och flera arter odlas i stor skala vid grunda havsstränder.","Särskilt i Japan ingår alger i den dagliga kosten, och flera arter odlas i stor skala vid grund havsstränder."
"Biotekniska metoder för livsmedelsproduktion: industriell algodling, framställning av protein ur bergolja, framställning av fett och protein ur kolhydrat, framställning av essentiella aminosyror.","Bioteknisk metoder för livsmedelsproduktion: industriell algodling, framställning av protein ur bergolja, framställning av fett och protein ur kolhydrat, framställning av essentiella aminosyror."
Med tanke på betydelsen av korta näringskedjor har man diskuterat möjligheten att direkt utnyttja plankton som människoföda.,Med tanke på betydelsen av kort näringskedjor har man diskuterat möjligheten att direkt utnyttja plankton som människoföda.
Att från havsvattnet sila plankton i tillräckliga mängder låter sig dock knappast göra.,Att från havsvattnet sila plankton i tillräcklig mängder låter sig dock knappast göra.
Mer realistiska är de försök som på många håll utförts med odling av encelliga alger i industriell skala.,Mer realistiska är de försök som på många håll utförts med odling av encellig alger i industriell skala.
Under gynnsamma betingelser har avkastningen varit mycket tillfredsställande.,Under gynnsam betingelser har avkastningen varit mycket tillfredsställande.
Andra biotekniska metoder av stort intresse är de som under senare år framkommit för att utvinna fett och protein ur bergolja.,Annan biotekniska metoder av stort intresse är de som under senare år framkommit för att utvinna fett och protein ur bergolja.
För detta har man använt jästsvampar och vissa bakterier.,För detta har man använt jästsvampar och viss bakterier.
"Kvantitativt är utbytet mycket tillfredsställande, och om högrenade kolväten används som odlingssubstrat, blir produkten även kvalitativt fullgod och kan användas som inblandning även i livsmedel för människor.","Kvantitativt är utbytet mycket tillfredsställande, och om högrenad kolväten används som odlingssubstrat, blir produkten även kvalitativt fullgod och kan användas som inblandning även i livsmedel för människor."
I varje fall kan detta protein bli av stort värde som tillskottsfoder för husdjur.,I varje fall kan detta protein bli av stor värde som tillskottsfoder för husdjur.
"De sist berörda metoderna att framställa protein bygger på en råvara (bergolja), som visserligen ännu finns i stora kvantiteter, men som inte förnyas.","De sist berörda metoderna att framställa protein bygger på en råvara (bergolja), som visserligen ännu finns i stor kvantiteter, men som inte förnyas."
Vissa bakterier kan också utnyttjas för framställning av essentiella aminosyror.,Viss bakterier kan också utnyttjas för framställning av essentiella aminosyror.
"Ändå betraktas den som sakrosankt, som ett socialt och moraliskt axiom i stället för vad den är - en typ av gruppbildning i ett visst socialt system.","Ändå betraktas den som sakrosankt, som ett social och moraliskt axiom i stället för vad den är - en typ av gruppbildning i ett visst socialt system."
"I skydd av den idealbildning som omger familjen har denna blivit vår mest riskabla samhälleliga institution, där nästan vilka fysiska och andliga brutaliteter som helst tillåts.","I skydd av den idealbildning som omger familjen har denna blivit vår mest riskabla samhälleliga institution, där nästan vilka fysisk och andliga brutaliteter som helst tillåts."
"Äktenskapet är av Gud stiftat, till samhällets bestånd och till förenade makars inbördes hjälp, att lätta livets mödor, mildra mötande bekymmer och genom en sorgfällig uppfostran bereda efterkommandes välfärd.","Äktenskapet är av Gud stiftat, till samhällets bestånd och till förenad makars inbördes hjälp, att lätta livets mödor, mildra mötande bekymmer och genom en sorgfällig uppfostran bereda efterkommandes välfärd."
De här citaten representerar två diametralt motsatta ståndpunkter när det gäller synen på äktenskapet och familjen.,De här citaten representerar två diametralt motsatt ståndpunkter när det gäller synen på äktenskapet och familjen.
De flesta ritualer bygger på ett allmänt krav: de båda kontrahenterna ska offentligt - inför vittnen - betyga sin överenskommelse att leva samman.,De flesta ritualer bygger på ett allmän krav: de båda kontrahenterna ska offentligt - inför vittnen - betyga sin överenskommelse att leva samman.
Som sådana åtnjuter de enligt borgerlig och kyrklig lag bestämda rättigheter och är underkastade bestämda skyldigheter.,Som sådana åtnjuter de enligt borgerlig och kyrklig lag bestämd rättigheter och är underkastade bestämda skyldigheter.
På senare tid har krav på andra legaliserade samlevnadsformer än äktenskapet rests av bl a författarinnan Frances Westin t v på bilden.,På senare tid har krav på annan legaliserade samlevnadsformer än äktenskapet rests av bl a författarinnan Frances Westin t v på bilden.
"storfamilj en grupp människor som bor tillsammans och har gemensamt hushåll, dock utan att ha sexuell gemenskap (jfr s k gruppäktenskap).","storfamilj en grupp människor som bor tillsammans och har gemensam hushåll, dock utan att ha sexuell gemenskap (jfr s k gruppäktenskap)."
"Kring dessa och andra faktorer utformades sociala, moraliska och religiösa mönster och ideal, som upplevdes som förpliktande till sammanhållning.","Kring dessa och andra faktorer utformades social, moraliska och religiösa mönster och ideal, som upplevdes som förpliktande till sammanhållning."
"Att bryta sig ur ett äktenskap betydde inte bara ett brott mot mer eller mindre tabuladdade, av alla accepterade regler utan betydde dessutom ofta personlig isolering och ekonomisk katastrof.","Att bryta sig ur ett äktenskap betydde inte bara ett brott mot mer eller mindre tabuladdad, av alla accepterade regler utan betydde dessutom ofta personlig isolering och ekonomisk katastrof."
Varken arbete eller ekonomi är på sådant sätt som förr förenande band i nutida äktenskap.,Varken arbete eller ekonomi är på sådan sätt som förr förenande band i nutida äktenskap.
"Det har mindre och mindre blivit offentliga angelägenheter - där staten, samhället, samhällsklass eller storfamiljen är intressenter.","Det har mindre och mindre blivit offentlig angelägenheter - där staten, samhället, samhällsklass eller storfamiljen är intressenter."
Det är inte längre som medlemmar av den eller den gruppen i samhället som moderna människor ingår äktenskap utan som individer med självklar rätt att välja efter eget val.,Det är inte längre som medlemmar av den eller den gruppen i samhället som modern människor ingår äktenskap utan som individer med självklar rätt att välja efter eget val.
"Det moderna äktenskapet, ett privat förhållande mellan två fria individer, har inte plats för det gamla äktenskapets över- och underordning utan kräver en rättvis fördelning av roller, skyldigheter och rättigheter mellan makarna.","Det moderna äktenskapet, ett privat förhållande mellan två fri individer, har inte plats för det gamla äktenskapets över- och underordning utan kräver en rättvis fördelning av roller, skyldigheter och rättigheter mellan makarna."
Sådana spänningar är till stor del orsak till den kris som utmärker det moderna äktenskapet.,Sådan spänningar är till stor del orsak till den kris som utmärker det moderna äktenskapet.
"Om det inte är yttre saker som gemensamt arbete och ekonomi som håller ihop äktenskapen, vad är det då?","Om det inte är yttre saker som gemensam arbete och ekonomi som håller ihop äktenskapen, vad är det då?"
Sådana frågor har i den nya situationen blivit aktuellare än någonsin.,Sådan frågor har i den nya situationen blivit aktuellare än någonsin.
"Skilsmässostatistiken visar relativt låga procenttal för sådana länder som Italien och Spanien, där den romersk-katolska kyrkan har en dominerande ställning.","Skilsmässostatistiken visar relativt låg procenttal för sådana länder som Italien och Spanien, där den romersk-katolska kyrkan har en dominerande ställning."
"Det hänger samman med den romerska kyrkans syn på äktenskapet som ett heligt sakrament, omöjligt att upplösa.","Det hänger samman med den romerska kyrkans syn på äktenskapet som ett helig sakrament, omöjligt att upplösa."
Enligt denna sakramentala syn på äktenskapet är det tre religiösa motiveringar som håller makarna samman.,Enligt denna sakramentala syn på äktenskapet är det tre religiös motiveringar som håller makarna samman.
"Det är nog inte många protestanter idag som vill stå för åsikten, att äktenskapet och den sexuella lustupplevelsen inte skulle ha något annat berättigande än barnalstringen.","Det är nog inte många protestanter idag som vill stå för åsikten, att äktenskapet och den sexuella lustupplevelsen inte skulle ha något annan berättigande än barnalstringen."
Protestanter använder numera ofta ett värderesonemang: äktenskapet har vi fått för att vi genom det bl a ska få uppleva sådana värden som personlig gemenskap och den sexuella lusten.,Protestanter använder numera ofta ett värderesonemang: äktenskapet har vi fått för att vi genom det bl a ska få uppleva sådan värden som personlig gemenskap och den sexuella lusten.
Protestanternas andra argument är ursprungligen negativt: äktenskapet är till för att kanalisera sexuell drift och därmed hindra människan från syndiga användningar av denna drift.,Protestanternas andra argument är ursprungligen negativt: äktenskapet är till för att kanalisera sexuell drift och därmed hindra människan från syndig användningar av denna drift.
"Endast där, menar man, kan sexuallivet fullgöra sin dubbla roll att skapa en innerlig gemenskap och att ge upphov till nytt liv.","Endast där, menar man, kan sexuallivet fullgöra sin dubbla roll att skapa en innerlig gemenskap och att ge upphov till ny liv."
Det finns idag många variationer på icke religiösa äktenskapsuppfattningar.,Det finns idag många variationer på icke religiös äktenskapsuppfattningar.
Enligt humanistisk syn består detta värde i den personliga gemenskapen och det fria utbytet mellan två mogna människor.,Enligt humanistisk syn består detta värde i den personliga gemenskapen och det fria utbytet mellan två mogen människor.
Det som håller samman ett sådant äktenskap är framför allt tillfredsställandet av erotiska och sexuella förväntningar.,Det som håller samman ett sådan äktenskap är framför allt tillfredsställandet av erotiska och sexuella förväntningar.
"För att vara ett riktigt äktenskap måste det vara monogamt, menar man.","För att vara ett riktig äktenskap måste det vara monogamt, menar man."
"Vi kan alltså sätta oss ned och rationellt granska äktenskapet, den monogama samlevnadsformen och sexualmoralen och se efter om den leder till lyckliga eller olyckliga konsekvenser.","Vi kan alltså sätta oss ned och rationellt granska äktenskapet, den monogama samlevnadsformen och sexualmoralen och se efter om den leder till lycklig eller olyckliga konsekvenser."
"Vi kan känna oss helt fria att teoretiskt konstruera en annorlunda moral för framtidens släkten, om vi finner att den rådande moralen övervägande leder till olyckliga konsekvenser.","Vi kan känna oss helt fria att teoretiskt konstruera en annorlunda moral för framtidens släkten, om vi finner att den rådande moralen övervägande leder till olycklig konsekvenser."
I filmen Min lycka skildrar Agnes Varda en man som lever i ett lyckligt äktenskap och samtidigt har ett lyckligt förhållande med en annan kvinna.,I filmen Min lycka skildrar Agnes Varda en man som lever i ett lycklig äktenskap och samtidigt har ett lyckligt förhållande med en annan kvinna.
Detta andra argument för monogami är naturligtvis inte kristna människor ensamma om.,Detta annan argument för monogami är naturligtvis inte kristna människor ensamma om.
"Det torde vara en ganska allmän uppfattning, att både personlighetsutvecklingen och moralisk mognad jämte olika emotionella värden skulle äventyras om monogamin byttes ut mot fria förbindelser.","Det torde vara en ganska allmän uppfattning, att både personlighetsutvecklingen och moralisk mognad jämte olika emotionell värden skulle äventyras om monogamin byttes ut mot fria förbindelser."
Vad man inbillar sig vinna i tekniskt-teoretiskt avseende skulle tusen gånger gå förlorat i emotionellt.,Vad man inbillar sig vinna i teknisk-teoretisk avseende skulle tusen gånger gå förlorat i emotionellt.
"Om ingen vet vilka personer, som hör samman från den ena dagen till den andra, lär alla sociala förmåner och skyldigheter befinna sig i gungning.","Om ingen vet vilka personer, som hör samman från den ena dagen till den andra, lär alla social förmåner och skyldigheter befinna sig i gungning."
Det är sålunda - både enligt kristet och profant sätt att se - mycket som talar för monogami och trohet mellan makar.,Det är sålunda - både enligt kristen och profant sätt att se - mycket som talar för monogami och trohet mellan makar.
De romerska katolikerna löser problemet skilsmässa efter ett relativt enkelt schema.,De romerska katolikerna löser problemet skilsmässa efter ett relativt enkel schema.
Däremot händer det att ingångna äktenskap ogiltigförklaras.,Däremot händer det att ingången äktenskap ogiltigförklaras.
"Skälet är då, att något formellt hinder för äktenskap förelegat vid ingåendet.","Skälet är då, att något formell hinder för äktenskap förelegat vid ingåendet."
Äktenskapet uppfattas som en bild - ikon - av gudomliga förhållanden och är därför i princip oupplösligt.,Äktenskapet uppfattas som en bild - ikon - av gudomlig förhållanden och är därför i princip oupplösligt.
